dev_id,step,chosen_node,dropped_out,developer,assigned_cost,assigned_study_time,assigned_construction_time,online,Model Step,Capacity Price,Service_Type,Bid Price,size
AG1-497,0,9,True,AG1-497,12000.0,1.0,,False,1,289.0,ERIS,0,120.0
AG1-061,0,9,True,AG1-061,10930.0,1.0,,False,1,289.0,ERIS,0,109.3
AF2-193,0,9,True,AF2-193,44000.0,1.0,,False,1,289.0,ERIS,0,440.0
AF2-194,0,16,True,AF2-194,44000.0,1.0,,False,1,289.0,ERIS,0,440.0
AF2-393,0,9,True,AF2-393,6000.0,1.0,,False,1,289.0,ERIS,0,60.0
AF2-394,0,5,True,AF2-394,4000.0,1.0,,False,1,289.0,ERIS,0,40.0
AF2-069,0,5,True,AF2-069,840.0,1.0,,False,1,289.0,ERIS,0,8.4
AF2-070,0,5,False,AF2-070,18150.0,2.0,7.0,False,1,289.0,NRIS,0,18.15
AG1-121,0,9,True,AG1-121,29470.0,1.0,,False,1,289.0,ERIS,0,294.7
AG1-435,0,16,False,AG1-435,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-460,0,5,True,AG1-460,3000.0,1.0,,False,1,289.0,ERIS,0,30.0
AE2-261,0,16,True,AE2-261,29900.0,1.0,,False,1,289.0,ERIS,0,299.0
AF1-252,0,5,True,AF1-252,6240.0,1.0,,False,1,289.0,ERIS,0,62.4
AF1-253,0,5,True,AF1-253,4320.0,1.0,,False,1,289.0,ERIS,0,43.2
AF2-441,0,9,True,AF2-441,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AG1-298,0,16,False,AG1-298,500000.0,2.0,7.0,False,1,289.0,NRIS,0,500.0
AG1-127,0,9,True,AG1-127,9510.0,1.0,,False,1,289.0,ERIS,0,95.1
AG1-118,0,16,True,AG1-118,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-119,0,16,True,AG1-119,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AG1-120,0,16,False,AG1-120,118600.0,2.0,7.0,False,1,289.0,NRIS,0,118.6
AG1-423,0,5,True,AG1-423,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AE2-107,0,5,True,AE2-107,9000.0,1.0,,False,1,289.0,ERIS,0,90.0
AF2-095,0,5,True,AF2-095,14400.0,1.0,,False,1,289.0,ERIS,0,144.0
AF2-350,0,17,False,AF2-350,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AF2-351,0,16,True,AF2-351,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AF2-329,0,9,False,AF2-329,42200.0,2.0,7.0,False,1,289.0,NRIS,0,42.2
AF2-034,0,9,False,AF2-034,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AE2-341,0,5,False,AE2-341,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AF1-030,0,9,False,AF1-030,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AF2-128,0,5,True,AF2-128,7950.0,1.0,,False,1,289.0,ERIS,0,79.5
AF2-142,0,9,True,AF2-142,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AF2-143,0,16,False,AF2-143,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AF2-319,0,16,False,AF2-319,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AF2-226,0,9,True,AF2-226,5000.0,1.0,,False,1,289.0,ERIS,0,50.0
AF2-182,0,16,True,AF2-182,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AF2-183,0,17,True,AF2-183,8000.0,1.0,,False,1,289.0,ERIS,0,80.0
AF2-392,0,5,True,AF2-392,19900.0,1.0,,False,1,289.0,ERIS,0,199.0
AF2-199,0,16,False,AF2-199,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AF2-200,0,16,True,AF2-200,200000.0,2.0,,False,1,289.0,NRIS,0,200.0
AF2-041,0,9,True,AF2-041,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AF1-280,0,16,True,AF1-280,200000.0,2.0,,False,1,289.0,NRIS,0,200.0
AF1-281,0,9,True,AF1-281,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-434,0,9,True,AG1-434,17500.0,1.0,,False,1,289.0,ERIS,0,175.0
AG1-371,0,9,False,AG1-371,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AG1-373,0,5,False,AG1-373,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AG1-321,0,5,True,AG1-321,200000.0,2.0,,False,1,289.0,NRIS,0,200.0
AE1-172,0,5,False,AE1-172,255000.0,2.0,7.0,False,1,289.0,NRIS,0,255.0
AG1-236,0,5,True,AG1-236,18000.0,1.0,,False,1,289.0,ERIS,0,180.0
AF1-048,0,5,False,AF1-048,52200.0,2.0,7.0,False,1,289.0,NRIS,0,52.2
AE2-321,0,9,True,AE2-321,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF2-349,0,5,True,AF2-349,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AF2-225,0,5,True,AF2-225,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AE2-223,0,5,False,AE2-223,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AE2-173,0,5,True,AE2-173,5000.0,1.0,,False,1,289.0,ERIS,0,50.0
AG1-374,0,9,True,AG1-374,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-399,0,16,True,AG1-399,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-400,0,5,False,AG1-400,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-402,0,4,True,AG1-402,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-404,0,16,False,AG1-404,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AE1-114,0,5,True,AE1-114,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AF1-318,0,16,True,AF1-318,29997.000000000004,1.0,,False,1,289.0,ERIS,0,299.97
AG1-553,0,5,True,AG1-553,26000.0,1.0,,False,1,289.0,ERIS,0,260.0
AF1-314,0,5,True,AF1-314,21200.0,1.0,,False,1,289.0,ERIS,0,212.0
AG1-005,0,16,True,AG1-005,200000.0,2.0,,False,1,289.0,NRIS,0,200.0
AG1-462,0,16,True,AG1-462,25500.0,1.0,,False,1,289.0,ERIS,0,255.0
AF1-296,0,16,True,AF1-296,19089.0,1.0,,False,1,289.0,ERIS,0,190.89
AE1-070,0,16,False,AE1-070,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AF2-096,0,16,True,AF2-096,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-379,0,16,True,AG1-379,200000.0,2.0,,False,1,289.0,NRIS,0,200.0
AG1-225,0,9,True,AG1-225,346000.0,2.0,,False,1,289.0,NRIS,0,346.0
AG1-424,0,9,True,AG1-424,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AG1-433,0,5,False,AG1-433,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-375,0,5,True,AG1-375,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF2-068,0,5,False,AF2-068,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AF2-177,0,9,True,AF2-177,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AF2-388,0,16,False,AF2-388,200000.0,2.0,7.0,False,1,289.0,NRIS,0,200.0
AF2-370,0,4,True,AF2-370,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AF2-335,0,5,True,AF2-335,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF2-173,0,16,True,AF2-173,14000.0,1.0,,False,1,289.0,ERIS,0,140.0
AG1-367,0,16,False,AG1-367,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-224,0,16,True,AG1-224,210000.0,2.0,,False,1,289.0,NRIS,0,210.0
AG1-226,0,5,True,AG1-226,45000.0,1.0,,False,1,289.0,ERIS,0,450.0
AF1-221,0,5,True,AF1-221,18000.0,1.0,,False,1,289.0,ERIS,0,180.0
AG1-447,0,4,True,AG1-447,5500.0,1.0,,False,1,289.0,ERIS,0,55.0
AG1-436,0,5,False,AG1-436,125000.0,2.0,7.0,False,1,289.0,NRIS,0,125.0
AF2-407,0,5,True,AF2-407,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-453,0,9,False,AG1-453,140000.0,2.0,7.0,False,1,289.0,NRIS,0,140.0
AG1-454,0,9,False,AG1-454,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AG1-297,0,4,True,AG1-297,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AE2-130,0,17,True,AE2-130,80000.0,1.0,,False,1,289.0,ERIS,0,800.0
AG1-522,0,16,True,AG1-522,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AG1-523,0,5,True,AG1-523,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AG1-524,0,5,True,AG1-524,300000.0,2.0,,False,1,289.0,NRIS,0,300.0
AG1-525,0,4,True,AG1-525,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AF1-204,0,17,False,AF1-204,255000.0,2.0,7.0,False,1,289.0,NRIS,0,255.0
AG1-471,0,5,True,AG1-471,5400.0,1.0,,False,1,289.0,ERIS,0,54.0
AG1-450,0,16,False,AG1-450,25000.0,2.0,7.0,False,1,289.0,NRIS,0,25.0
AF2-358,0,16,False,AF2-358,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-483,0,17,True,AG1-483,50000.0,1.0,,False,1,289.0,ERIS,0,500.0
AF2-396,0,9,True,AF2-396,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AF1-176,0,16,True,AF1-176,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AF1-161,0,16,False,AF1-161,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AE2-325,0,16,True,AE2-325,5220.0,1.0,,False,1,289.0,ERIS,0,52.2
AG1-109,0,5,False,AG1-109,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AG1-437,0,4,False,AG1-437,10000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-438,0,9,False,AG1-438,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-442,0,9,False,AG1-442,35000.0,2.0,7.0,False,1,289.0,NRIS,0,35.0
AG1-443,0,5,True,AG1-443,3500.0,1.0,,False,1,289.0,ERIS,0,35.0
AF2-081,0,5,True,AF2-081,8000.0,1.0,,False,1,289.0,ERIS,0,80.0
AF2-324,0,16,True,AF2-324,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-444,0,9,True,AG1-444,8000.0,1.0,,False,1,289.0,ERIS,0,80.0
AG1-439,0,16,True,AG1-439,25000.0,1.0,,False,1,289.0,ERIS,0,250.0
AG1-008,0,5,False,AG1-008,126000.0,2.0,7.0,False,1,289.0,NRIS,0,126.0
AG1-082,0,16,False,AG1-082,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-083,0,16,False,AG1-083,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AF2-046,0,9,True,AF2-046,12600.0,1.0,,False,1,289.0,ERIS,0,126.0
AG1-551,0,16,True,AG1-551,1998.9999999999998,1.0,,False,1,289.0,ERIS,0,19.99
AG1-552,0,5,True,AG1-552,1800.0,1.0,,False,1,289.0,ERIS,0,18.0
AG1-106,0,4,True,AG1-106,2300.0,1.0,,False,1,289.0,ERIS,0,23.0
AF1-152,0,5,True,AF1-152,5000.0,1.0,,False,1,289.0,ERIS,0,50.0
AE2-147,0,9,False,AE2-147,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AF2-080,0,5,True,AF2-080,7000.0,1.0,,False,1,289.0,ERIS,0,70.0
AF2-047,0,17,True,AF2-047,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AF2-025,0,9,True,AF2-025,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AF2-016,0,5,True,AF2-016,24000.0,1.0,,False,1,289.0,ERIS,0,240.0
AF1-238,0,5,False,AF1-238,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AF2-021,0,9,True,AF2-021,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AF2-209,0,16,False,AF2-209,140000.0,2.0,7.0,False,1,289.0,NRIS,0,140.0
AG1-425,0,16,True,AG1-425,1100.0,1.0,,False,1,289.0,ERIS,0,11.0
AG1-319,0,5,False,AG1-319,65000.0,2.0,7.0,False,1,289.0,NRIS,0,65.0
AG1-456,0,17,True,AG1-456,3000.0,1.0,,False,1,289.0,ERIS,0,30.0
AG1-323,0,9,True,AG1-323,4000.0,1.0,,False,1,289.0,ERIS,0,40.0
AF1-270,0,16,False,AF1-270,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AG1-199,0,9,True,AG1-199,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AF2-376,0,5,False,AF2-376,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AF2-263,0,5,False,AF2-263,98000.0,2.0,7.0,False,1,289.0,NRIS,0,98.0
AE1-092,0,9,True,AE1-092,206600.0,2.0,,False,1,289.0,NRIS,0,206.6
AG1-410,0,4,True,AG1-410,30000.0,1.0,,False,1,289.0,ERIS,0,300.0
AG1-411,0,9,False,AG1-411,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AF2-321,0,5,False,AF2-321,148000.0,2.0,7.0,False,1,289.0,NRIS,0,148.0
AF2-126,0,5,True,AF2-126,1200.0,1.0,,False,1,289.0,ERIS,0,12.0
AG1-549,0,9,True,AG1-549,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF1-240,0,5,False,AF1-240,15750.0,2.0,7.0,False,1,289.0,NRIS,0,15.75
AF2-406,0,5,True,AF2-406,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AF2-050,0,9,True,AF2-050,5000.0,1.0,,False,1,289.0,ERIS,0,50.0
AG1-377,0,9,True,AG1-377,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-378,0,16,True,AG1-378,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-090,0,9,True,AG1-090,9500.0,1.0,,False,1,289.0,ERIS,0,95.0
AG1-308,0,5,False,AG1-308,19900.0,2.0,7.0,False,1,289.0,NRIS,0,19.9
AF2-296,0,9,True,AF2-296,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AF1-099,0,4,True,AF1-099,12650.0,1.0,,False,1,289.0,ERIS,0,126.5
AF1-100,0,9,True,AF1-100,25000.0,1.0,,False,1,289.0,ERIS,0,250.0
AF1-142,0,16,False,AF1-142,202400.0,2.0,7.0,False,1,289.0,NRIS,0,202.4
AF1-306,0,9,False,AF1-306,197200.0,2.0,7.0,False,1,289.0,NRIS,0,197.2
AF2-010,0,5,False,AF2-010,77000.0,2.0,7.0,False,1,289.0,NRIS,0,77.0
AG1-548,0,9,False,AG1-548,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-473,0,5,False,AG1-473,53900.0,2.0,7.0,False,1,289.0,NRIS,0,53.9
AG1-277,0,5,False,AG1-277,40000.0,2.0,7.0,False,1,289.0,NRIS,0,40.0
AG1-278,0,16,False,AG1-278,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-279,0,16,False,AG1-279,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-051,0,16,False,AG1-051,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AF2-176,0,5,False,AF2-176,60000.0,2.0,7.0,False,1,289.0,NRIS,0,60.0
AF1-276,0,9,True,AF1-276,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF1-277,0,9,False,AF1-277,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-392C,0,4,False,AG1-392C,1500.0,2.0,7.0,False,1,289.0,NRIS,0,15.0
AG1-392B,0,9,True,AG1-392B,1500.0,1.0,,False,1,289.0,ERIS,0,15.0
AG1-392A,0,5,True,AG1-392A,3000.0,1.0,,False,1,289.0,ERIS,0,30.0
AG1-392,0,9,True,AG1-392,3000.0,1.0,,False,1,289.0,ERIS,0,30.0
AG1-060,0,16,True,AG1-060,174800.0,2.0,,False,1,289.0,NRIS,0,174.8
AF2-056,0,16,False,AF2-056,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AF2-381,0,9,True,AF2-381,6000.0,1.0,,False,1,289.0,ERIS,0,60.0
AF2-412,0,5,True,AF2-412,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AF2-164,0,5,True,AF2-164,8000.0,1.0,,False,1,289.0,ERIS,0,80.0
AF2-302,0,9,False,AF2-302,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AF1-323,0,5,True,AF1-323,5500.0,1.0,,False,1,289.0,ERIS,0,55.0
AG1-022,0,9,True,AG1-022,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-021,0,9,False,AG1-021,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AF1-294,0,16,True,AF1-294,4100.0,1.0,,False,1,289.0,ERIS,0,41.0
AF2-115,0,5,False,AF2-115,25000.0,2.0,7.0,False,1,289.0,NRIS,0,25.0
AG1-123,0,16,True,AG1-123,6500.0,1.0,,False,1,289.0,ERIS,0,65.0
AG1-494,0,9,False,AG1-494,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AG1-537,0,17,True,AG1-537,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-195,0,9,True,AG1-195,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-196,0,17,True,AG1-196,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-421,0,9,True,AG1-421,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AG1-422,0,5,False,AG1-422,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AG1-428,0,9,True,AG1-428,4680.0,1.0,,False,1,289.0,ERIS,0,46.8
AG1-505,0,16,False,AG1-505,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-506,0,5,True,AG1-506,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-153,0,5,False,AG1-153,75000.0,2.0,7.0,False,1,289.0,NRIS,0,75.0
AG1-451,0,5,True,AG1-451,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-432,0,9,True,AG1-432,20000.0,1.0,,False,1,289.0,ERIS,0,200.0
AG1-426,0,5,False,AG1-426,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AF2-404,0,9,False,AF2-404,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AE2-292,0,9,True,AE2-292,12700.0,1.0,,False,1,289.0,ERIS,0,127.0
AE2-283,0,5,False,AE2-283,53000.0,2.0,7.0,False,1,289.0,NRIS,0,53.0
AE2-185,0,9,True,AE2-185,6000.0,1.0,,False,1,289.0,ERIS,0,60.0
AF1-128,0,5,False,AF1-128,569000.0,2.0,7.0,False,1,289.0,NRIS,0,569.0
AG1-538,0,9,False,AG1-538,75000.0,2.0,7.0,False,1,289.0,NRIS,0,75.0
AG1-449,0,9,True,AG1-449,12200.0,1.0,,False,1,289.0,ERIS,0,122.0
AE2-313,0,5,True,AE2-313,314000.0,2.0,,False,1,289.0,NRIS,0,314.0
AF1-266,0,4,True,AF1-266,7450.0,1.0,,False,1,289.0,ERIS,0,74.5
AG1-393,0,5,False,AG1-393,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-284,0,5,False,AG1-284,70000.0,2.0,7.0,False,1,289.0,NRIS,0,70.0
AF1-293,0,5,True,AF1-293,12786.0,1.0,,False,1,289.0,ERIS,0,127.86
AF2-397,0,16,True,AF2-397,13000.0,1.0,,False,1,289.0,ERIS,0,130.0
AF2-403,0,16,True,AF2-403,1100.0,1.0,,False,1,289.0,ERIS,0,11.0
AF1-201,0,5,False,AF1-201,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AE2-250,0,16,True,AE2-250,8250.0,1.0,,False,1,289.0,ERIS,0,82.5
AF2-299,0,9,False,AF2-299,18000.0,2.0,7.0,False,1,289.0,NRIS,0,18.0
AG1-160,0,16,True,AG1-160,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-075,0,16,True,AG1-075,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-105,0,9,False,AG1-105,90000.0,2.0,7.0,False,1,289.0,NRIS,0,90.0
AG1-342,0,9,False,AG1-342,36000.0,2.0,7.0,False,1,289.0,NRIS,0,36.0
AF2-297,0,5,False,AF2-297,80000.0,2.0,7.0,False,1,289.0,NRIS,0,80.0
AF2-042,0,9,True,AF2-042,50000.0,1.0,,False,1,289.0,ERIS,0,500.0
AF2-035,0,16,False,AF2-035,72000.0,2.0,7.0,False,1,289.0,NRIS,0,72.0
AG1-531,0,9,False,AG1-531,54000.0,2.0,7.0,False,1,289.0,NRIS,0,54.0
AG1-019,0,5,True,AG1-019,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AG1-134,0,9,True,AG1-134,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AG1-146,0,16,True,AG1-146,3000.0,1.0,,False,1,289.0,ERIS,0,30.0
AG1-147,0,5,True,AG1-147,7000.0,1.0,,False,1,289.0,ERIS,0,70.0
AG1-305,0,16,True,AG1-305,6300.0,1.0,,False,1,289.0,ERIS,0,63.0
AF2-037,0,16,True,AF2-037,9400.0,1.0,,False,1,289.0,ERIS,0,94.0
AF2-063,0,16,False,AF2-063,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AF1-301,0,5,False,AF1-301,117000.0,2.0,7.0,False,1,289.0,NRIS,0,117.0
AE2-053,0,9,True,AE2-053,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AE1-148,0,9,False,AE1-148,90000.0,2.0,7.0,False,1,289.0,NRIS,0,90.0
AG1-098,0,16,True,AG1-098,10700.0,1.0,,False,1,289.0,ERIS,0,107.0
AG1-427,0,16,True,AG1-427,11856.0,1.0,,False,1,289.0,ERIS,0,118.56
AG1-440,0,5,True,AG1-440,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-441,0,5,False,AG1-441,75000.0,2.0,7.0,False,1,289.0,NRIS,0,75.0
AG1-445,0,16,True,AG1-445,2600.0,1.0,,False,1,289.0,ERIS,0,26.0
AG1-446,0,17,True,AG1-446,2600.0,1.0,,False,1,289.0,ERIS,0,26.0
AG1-124,0,5,True,AG1-124,9000.0,1.0,,False,1,289.0,ERIS,0,90.0
AG1-030,0,16,True,AG1-030,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-166,0,16,False,AG1-166,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-167,0,9,True,AG1-167,1500.0,1.0,,False,1,289.0,ERIS,0,15.0
AG1-168,0,9,True,AG1-168,1500.0,1.0,,False,1,289.0,ERIS,0,15.0
AG1-169,0,5,False,AG1-169,15000.0,2.0,7.0,False,1,289.0,NRIS,0,15.0
AG1-170,0,4,False,AG1-170,1000.0,2.0,7.0,False,1,289.0,NRIS,0,10.0
AG1-288,0,16,True,AG1-288,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-289,0,5,True,AG1-289,1100.0,1.0,,False,1,289.0,ERIS,0,11.0
AG1-502,0,5,True,AG1-502,8000.0,1.0,,False,1,289.0,ERIS,0,80.0
AG1-503,0,16,False,AG1-503,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AE2-187,0,16,True,AE2-187,6000.0,1.0,,False,1,289.0,ERIS,0,60.0
AE2-291,0,9,True,AE2-291,10200.0,1.0,,False,1,289.0,ERIS,0,102.0
AG1-539,0,9,True,AG1-539,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-547,0,9,True,AG1-547,5000.0,1.0,,False,1,289.0,ERIS,0,50.0
AF2-171,0,5,True,AF2-171,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AG1-536,0,5,True,AG1-536,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AF2-120,0,16,True,AF2-120,6200.0,1.0,,False,1,289.0,ERIS,0,62.0
AG1-135,0,4,False,AG1-135,6000.0,2.0,7.0,False,1,289.0,NRIS,0,60.0
AG1-556,0,5,False,AG1-556,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AG1-151,0,5,True,AG1-151,10000.0,1.0,,False,1,289.0,ERIS,0,100.0
AG1-346,0,5,True,AG1-346,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-343,0,16,False,AG1-343,62500.0,2.0,7.0,False,1,289.0,NRIS,0,62.5
AG1-394,0,5,False,AG1-394,14200.0,2.0,7.0,False,1,289.0,NRIS,0,14.2
AG1-133,0,9,True,AG1-133,12800.0,1.0,,False,1,289.0,ERIS,0,128.0
AG1-011,0,9,True,AG1-011,16000.0,1.0,,False,1,289.0,ERIS,0,160.0
AG1-174,0,5,True,AG1-174,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AF2-065,0,5,True,AF2-065,15000.0,1.0,,False,1,289.0,ERIS,0,150.0
AE2-270,0,5,False,AE2-270,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-178,0,16,True,AG1-178,50000.0,1.0,,False,1,289.0,ERIS,0,500.0
AG1-179,0,9,False,AG1-179,50000.0,2.0,7.0,False,1,289.0,NRIS,0,50.0
AG1-180,0,9,False,AG1-180,11000.0,2.0,7.0,False,1,289.0,NRIS,0,11.0
AG1-184,0,5,True,AG1-184,1100.0,1.0,,False,1,289.0,ERIS,0,11.0
AG1-359,0,9,True,AG1-359,12750.0,1.0,,False,1,289.0,ERIS,0,127.5
AG1-364,0,5,False,AG1-364,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AE2-156,0,16,False,AE2-156,100000.0,2.0,7.0,False,1,289.0,NRIS,0,100.0
AF1-123,0,16,False,AF1-123,833000.0,2.0,7.0,False,1,289.0,NRIS,0,833.0
AF1-124,0,17,False,AF1-124,836000.0,2.0,7.0,False,1,289.0,NRIS,0,836.0
AF1-125,0,5,True,AF1-125,82000.0,1.0,,False,1,289.0,ERIS,0,820.0
AE2-123,0,5,False,AE2-123,800100.0,2.0,7.0,False,1,289.0,NRIS,0,800.1
AE2-124,0,9,False,AE2-124,800100.0,2.0,7.0,False,1,289.0,NRIS,0,800.1
AG1-219,0,9,True,AG1-219,7500.0,1.0,,False,1,289.0,ERIS,0,75.0
AG1-194,0,4,True,AG1-194,7900.0,1.0,,False,1,289.0,ERIS,0,79.0
AE2-138,0,16,True,AE2-138,260000.0,2.0,,False,1,289.0,NRIS,0,260.0
AE2-210,0,5,True,AE2-210,9000.0,1.0,,False,1,289.0,ERIS,0,90.0
AF2-111,0,9,True,AF2-111,250000.0,2.0,,False,1,289.0,NRIS,0,250.0
AF2-222,0,5,True,AF2-222,16700.0,1.0,,False,1,289.0,ERIS,0,167.0
AG1-272,0,9,True,AG1-272,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-273,0,16,True,AG1-273,2000.0,1.0,,False,1,289.0,ERIS,0,20.0
AG1-274,0,17,False,AG1-274,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AG1-285,0,5,False,AG1-285,125000.0,2.0,7.0,False,1,289.0,NRIS,0,125.0
AG1-185,0,4,True,AG1-185,1100.0,1.0,,False,1,289.0,ERIS,0,11.0
AG1-181,0,9,False,AG1-181,150000.0,2.0,7.0,False,1,289.0,NRIS,0,150.0
AG1-384,0,5,False,AG1-384,20000.0,2.0,7.0,False,1,289.0,NRIS,0,20.0
AF1-278,0,16,False,AF1-278,80000.0,2.0,7.0,False,1,289.0,NRIS,0,80.0
